Part/Size:Vector3:2, 4.400000095367432, 2/Position:Vector3:-262.0010681152344, 20.076597213745117, -601.002685546875/Color:Color3:0.768627, 0.156863, 0.109804/Name:string:Smooth Block Model/Orientation:Vector3:-0.15800000727176666, 179.99899291992188, 0.6669999957084656/Anchored:boolean:true/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 15.399999618530273, -510/Color:Color3:0.960784, 0.803922, 0.188235/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 15.399999618530273, -506/Color:Color3:0.960784, 0.803922, 0.188235/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 16.600000381469727, -510/Color:Color3:0.960784, 0.803922, 0.188235/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 14.199999809265137, -504/Color:Color3:0.960784, 0.803922, 0.188235/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 16.600000381469727, -506/Color:Color3:0.960784, 0.803922, 0.188235/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 15.399999618530273, -504/Color:Color3:0.960784, 0.803922, 0.188235/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 13, -504/Color:Color3:0.960784, 0.803922, 0.188235/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 14.199999809265137, -506/Color:Color3:0.960784, 0.803922, 0.188235/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 15.399999618530273, -506/Color:Color3:0.960784, 0.803922, 0.188235/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 14.199999809265137, -508/Color:Color3:0.960784, 0.803922, 0.188235/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 13, -506/Color:Color3:0.960784, 0.803922, 0.188235/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 15.399999618530273, -508/Color:Color3:0.960784, 0.803922, 0.188235/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 16.600000381469727, -504/Color:Color3:0.960784, 0.803922, 0.188235/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 14.199999809265137, -504/Color:Color3:0.960784, 0.803922, 0.188235/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 15.399999618530273, -504/Color:Color3:0.960784, 0.803922, 0.188235/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 13, -496/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 25.0000057220459, -496/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 23.800004959106445, -496/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 25.0000057220459, -496/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 20.200002670288086, -496/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 21.40000343322754, -496/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 22.600004196166992, -496/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 21.40000343322754, -496/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 15.399999618530273, -496/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 16.600000381469727, -496/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 23.800004959106445, -496/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 14.199999809265137, -496/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 17.80000114440918, -496/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 20.200002670288086, -496/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 22.600004196166992, -496/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 19.000001907348633, -496/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 15.399999618530273, -496/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 13, -496/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 14.199999809265137, -496/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 16.600000381469727, -496/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 19.000001907348633, -496/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 17.80000114440918, -496/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 23.800004959106445, -494/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 25.0000057220459, -494/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 21.40000343322754, -494/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 20.200002670288086, -494/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 19.000001907348633, -494/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 25.0000057220459, -494/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 22.600004196166992, -494/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 14.199999809265137, -494/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 20.200002670288086, -494/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 16.600000381469727, -494/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 19.000001907348633, -494/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 13, -494/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 16.600000381469727, -494/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 13, -494/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 23.800004959106445, -494/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 21.40000343322754, -494/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 22.600004196166992, -494/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 17.80000114440918, -494/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 17.80000114440918, -494/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 14.199999809265137, -494/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 15.399999618530273, -494/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 15.399999618530273, -494/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 23.800004959106445, -492/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 23.800004959106445, -492/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 20.200002670288086, -492/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 22.600004196166992, -492/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 21.40000343322754, -492/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 19.000001907348633, -492/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 20.200002670288086, -492/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 13, -492/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 17.80000114440918, -492/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 15.399999618530273, -492/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 21.40000343322754, -492/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 16.600000381469727, -492/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 22.600004196166992, -492/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 14.199999809265137, -492/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 19.000001907348633, -492/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 15.399999618530273, -492/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 16.600000381469727, -492/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 13, -492/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 14.199999809265137, -492/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 17.80000114440918, -492/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 25.0000057220459, -492/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 25.0000057220459, -492/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 13, -490/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 14.199999809265137, -490/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 13, -490/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 14.199999809265137, -490/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 15.399999618530273, -490/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 16.600000381469727, -490/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 16.600000381469727, -490/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 15.399999618530273, -490/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 20.200002670288086, -490/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 19.000001907348633, -490/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 17.80000114440918, -490/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 19.000001907348633, -490/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 20.200002670288086, -490/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 17.80000114440918, -490/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 23.800004959106445, -490/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 21.40000343322754, -490/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 22.600004196166992, -490/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 21.40000343322754, -490/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 22.600004196166992, -490/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 23.800004959106445, -490/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 25.0000057220459, -490/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-98, 25.0000057220459, -490/Color:Color3:0.94902, 0.952941, 0.952941/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 25.0000057220459, -476/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 23.800004959106445, -476/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 21.40000343322754, -476/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 1.2000000476837158, 4/Position:Vector3:-102, 22.600004196166992, -478/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
