Part/Size:Vector3:200, 0.4000000059604645, 200/Position:Vector3:0, 5.200000762939453, 0/Color:Color3:0.411765, 0.25098, 0.156863/Name:string:Base/Orientation:Vector3:0, 0, 0/Anchored:boolean:true/CanCollide:boolean:true/
Part/Size:Vector3:2, 9.600000381469727, 2/Position:Vector3:25, 28.200000762939453, -50/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 2.4000000953674316, 1/Position:Vector3:7.5, 22.200000762939453, -48.5/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 3.6000001430511475, 1/Position:Vector3:9.5, 22.80000114440918, -48.5/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 2.4000000953674316, 1/Position:Vector3:8.5, 22.200000762939453, -46.5/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 9.600000381469727, 2/Position:Vector3:11, 17.399999618530273, -45/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 3.6000001430511475, 1/Position:Vector3:11.5, 24, -45.5/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:10, 1.2000000476837158, 10/Position:Vector3:21, 9.600000381469727, -36/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:8, 1.2000000476837158, 8/Position:Vector3:21, 10.800000190734863, -36/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:6, 1.2000000476837158, 6/Position:Vector3:21, 12, -36/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:3, 8.40000057220459, 3/Position:Vector3:19.5, 16.80000114440918, -37.5/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 2.4000000953674316, 1/Position:Vector3:18.5, 22.200000762939453, -38.5/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 3.6000001430511475, 1/Position:Vector3:20.5, 22.80000114440918, -38.5/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 2.4000000953674316, 1/Position:Vector3:19.5, 22.200000762939453, -36.5/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 9.600000381469727, 2/Position:Vector3:22, 17.399999618530273, -35/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 3.6000001430511475, 1/Position:Vector3:22.5, 24, -35.5/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:10, 1.2000000476837158, 10/Position:Vector3:-1.9999995231628418, 9.600000381469727, -40/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:8, 1.2000000476837158, 8/Position:Vector3:-1.9999995231628418, 10.800000190734863, -40/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:6, 1.2000000476837158, 6/Position:Vector3:-1.9999995231628418, 12, -40/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 6, 2/Position:Vector3:3, 14.40000057220459, -33/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 7.200000286102295, 2/Position:Vector3:3, 15, -28/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:10, 1.2000000476837158, 10/Position:Vector3:6, 9.600000381469727, -30/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:8, 1.2000000476837158, 8/Position:Vector3:6, 10.800000190734863, -30/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 1/Position:Vector3:4.5, 15, -27.5/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 3.6000001430511475, 2/Position:Vector3:6, 13.19999885559082, -29/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 3.6000001430511475, 1/Position:Vector3:5.5, 16.799999237060547, -28.5/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 3.6000001430511475, 1/Position:Vector3:7.5, 13.19999885559082, -30.5/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 9.600000381469727, 2/Position:Vector3:8, 16.200000762939453, -31.999998092651367/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 6, 1/Position:Vector3:7.5, 18, -30.5/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 6, 1/Position:Vector3:8.5, 14.399999618530273, -29.5/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 3.6000001430511475, 1/Position:Vector3:8.5, 22.800003051757812, -32.5/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:6, 2.4000000953674316, 6/Position:Vector3:-1.9999995231628418, 11.40000057220459, 15/Color:Color3:0.952941, 0.811765, 0.607843/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:8, 1.2000000476837158, 8/Position:Vector3:-1.9999995231628418, 9.600000381469727, 15/Color:Color3:0.952941, 0.811765, 0.607843/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 1.2000000476837158, 10/Position:Vector3:3.5, 18, 15/Color:Color3:0.419608, 0.196078, 0.486275/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 1.2000000476837158, 10/Position:Vector3:5.5, 18, 29/Color:Color3:0.419608, 0.196078, 0.486275/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:10, 1.2000000476837158, 10/Position:Vector3:11, 20.399999618530273, 29/Color:Color3:0.419608, 0.196078, 0.486275/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:12, 1.2000000476837158, 12/Position:Vector3:11, 19.200000762939453, 29/Color:Color3:0.419608, 0.196078, 0.486275/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 1.2000000476837158, 12/Position:Vector3:11, 18, 23.5/Color:Color3:0.419608, 0.196078, 0.486275/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:8, 1.2000000476837158, 8/Position:Vector3:11, 21.600000381469727, 29/Color:Color3:0.419608, 0.196078, 0.486275/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:6, 2.4000000953674316, 6/Position:Vector3:11, 17.399999618530273, 29/Color:Color3:0.952941, 0.811765, 0.607843/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:6, 2.4000000953674316, 6/Position:Vector3:11, 11.40000057220459, 29/Color:Color3:0.952941, 0.811765, 0.607843/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 1.2000000476837158, 12/Position:Vector3:11, 18, 34.5/Color:Color3:0.419608, 0.196078, 0.486275/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:8, 1.2000000476837158, 8/Position:Vector3:11, 9.600000381469727, 29/Color:Color3:0.952941, 0.811765, 0.607843/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 3.6000001430511475, 4/Position:Vector3:11, 14.40000057220459, 29/Color:Color3:0.952941, 0.811765, 0.607843/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:6, 1.2000000476837158, 6/Position:Vector3:11, 22.80000114440918, 29/Color:Color3:0.419608, 0.196078, 0.486275/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 1.2000000476837158, 10/Position:Vector3:16.5, 18, 29/Color:Color3:0.419608, 0.196078, 0.486275/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 1.2000000476837158, 12/Position:Vector3:3, 18, 44.5/Color:Color3:0.419608, 0.196078, 0.486275/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:6, 2.4000000953674316, 6/Position:Vector3:3, 17.399999618530273, 50/Color:Color3:0.952941, 0.811765, 0.607843/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:6, 2.4000000953674316, 6/Position:Vector3:3, 11.40000057220459, 50/Color:Color3:0.952941, 0.811765, 0.607843/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 1.2000000476837158, 12/Position:Vector3:3, 18, 55.5/Color:Color3:0.419608, 0.196078, 0.486275/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:8, 1.2000000476837158, 8/Position:Vector3:3, 9.600000381469727, 50/Color:Color3:0.952941, 0.811765, 0.607843/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 3.6000001430511475, 4/Position:Vector3:3, 14.40000057220459, 50/Color:Color3:0.952941, 0.811765, 0.607843/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 1.2000000476837158, 10/Position:Vector3:8.5, 18, 50/Color:Color3:0.419608, 0.196078, 0.486275/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 1.2000000476837158, 10/Position:Vector3:17.5, 20.399999618530273, 45/Color:Color3:0.419608, 0.196078, 0.486275/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:10, 1.2000000476837158, 10/Position:Vector3:23, 22.80000114440918, 45/Color:Color3:0.419608, 0.196078, 0.486275/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:12, 1.2000000476837158, 12/Position:Vector3:23, 21.600000381469727, 45/Color:Color3:0.419608, 0.196078, 0.486275/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 1.2000000476837158, 12/Position:Vector3:23, 20.399999618530273, 39.5/Color:Color3:0.419608, 0.196078, 0.486275/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:8, 1.2000000476837158, 8/Position:Vector3:23, 24, 45/Color:Color3:0.419608, 0.196078, 0.486275/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:6, 2.4000000953674316, 6/Position:Vector3:23, 19.80000114440918, 45/Color:Color3:0.952941, 0.811765, 0.607843/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:6, 2.4000000953674316, 6/Position:Vector3:23, 13.800000190734863, 45/Color:Color3:0.952941, 0.811765, 0.607843/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 1.2000000476837158, 12/Position:Vector3:23, 20.399999618530273, 50.5/Color:Color3:0.419608, 0.196078, 0.486275/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:8, 1.2000000476837158, 8/Position:Vector3:23, 12, 45/Color:Color3:0.952941, 0.811765, 0.607843/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 3.6000001430511475, 4/Position:Vector3:23, 16.80000114440918, 45/Color:Color3:0.952941, 0.811765, 0.607843/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:6, 1.2000000476837158, 6/Position:Vector3:23, 25.200000762939453, 45/Color:Color3:0.419608, 0.196078, 0.486275/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 1.2000000476837158, 10/Position:Vector3:28.5, 20.399999618530273, 45/Color:Color3:0.419608, 0.196078, 0.486275/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 1.2000000476837158, 10/Position:Vector3:21.5, 18, 8/Color:Color3:0.419608, 0.196078, 0.486275/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:10, 1.2000000476837158, 10/Position:Vector3:27, 20.399999618530273, 8/Color:Color3:0.419608, 0.196078, 0.486275/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:12, 1.2000000476837158, 12/Position:Vector3:27, 19.200000762939453, 8/Color:Color3:0.419608, 0.196078, 0.486275/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 1.2000000476837158, 12/Position:Vector3:27, 18, 2.5/Color:Color3:0.419608, 0.196078, 0.486275/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:8, 1.2000000476837158, 8/Position:Vector3:27, 21.600000381469727, 8/Color:Color3:0.419608, 0.196078, 0.486275/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:6, 2.4000000953674316, 6/Position:Vector3:27, 17.399999618530273, 8/Color:Color3:0.952941, 0.811765, 0.607843/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 1.2000000476837158, 12/Position:Vector3:27, 18, 13.5/Color:Color3:0.419608, 0.196078, 0.486275/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 3.6000001430511475, 4/Position:Vector3:27, 14.40000057220459, 8/Color:Color3:0.952941, 0.811765, 0.607843/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:6, 1.2000000476837158, 6/Position:Vector3:27, 22.80000114440918, 8/Color:Color3:0.419608, 0.196078, 0.486275/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 9.600000381469727, 2/Position:Vector3:7, 28.200000762939453, -2/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 3.6000001430511475, 1/Position:Vector3:7.5, 34.79999923706055, -1.5/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 3.6000001430511475, 1/Position:Vector3:4.5, 22.799999237060547, -18.5/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 6, 2/Position:Vector3:-0.9999995231628418, 14.399999618530273, -19/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 7.200000286102295, 2/Position:Vector3:-0.9999995231628418, 15, -14/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 2/Position:Vector3:-0.4999995231628418, 22.200000762939453, -14/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 1/Position:Vector3:-0.4999995231628418, 29.400001525878906, -14.5/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 1/Position:Vector3:-1.4999995231628418, 22.200000762939453, -13.5/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 3.6000001430511475, 1/Position:Vector3:-1.4999995231628418, 19.19999885559082, -19.5/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 9.600000381469727, 2/Position:Vector3:8, 28.200000762939453, -59/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:10, 1.2000000476837158, 10/Position:Vector3:-7.999999523162842, 9.600000381469727, -55/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:8, 1.2000000476837158, 8/Position:Vector3:-7.999999523162842, 10.800000190734863, -55/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:6, 1.2000000476837158, 6/Position:Vector3:-7.999999523162842, 12, -55/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 9.600000381469727, 2/Position:Vector3:-6.999999523162842, 17.399999618530273, -56/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 3.6000001430511475, 1/Position:Vector3:7.5, 34.79999923706055, -58.5/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:3, 8.40000057220459, 3/Position:Vector3:-9.5, 16.80000114440918, -53.5/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 1.2000000476837158, 12/Position:Vector3:-9, 18, 5.5/Color:Color3:0.419608, 0.196078, 0.486275/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:3, 8.40000057220459, 3/Position:Vector3:-3.499999523162842, 16.80000114440918, -38.5/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 2.4000000953674316, 1/Position:Vector3:-4.499999523162842, 22.200000762939453, -37.5/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 3.6000001430511475, 1/Position:Vector3:-4.499999523162842, 22.80000114440918, -39.5/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 2.4000000953674316, 1/Position:Vector3:-2.499999523162842, 22.200000762939453, -38.5/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:2, 9.600000381469727, 2/Position:Vector3:-0.9999995231628418, 17.399999618530273, -41/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 3.6000001430511475, 1/Position:Vector3:-1.4999995231628418, 24, -41.5/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 3.6000001430511475, 1/Position:Vector3:2.5, 19.200000762939453, -33.5/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 1/Position:Vector3:2.5, 22.200000762939453, -27.5/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 2/Position:Vector3:3.5, 22.200000762939453, -28/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 1/Position:Vector3:3.5, 29.399999618530273, -28.5/Color:Color3:0.105882, 0.164706, 0.207843/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:12, 1.2000000476837158, 12/Position:Vector3:-9, 19.200000762939453, 0/Color:Color3:0.419608, 0.196078, 0.486275/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 1.2000000476837158, 12/Position:Vector3:-9, 18, -5.5/Color:Color3:0.419608, 0.196078, 0.486275/Name:string:Smooth Block Model/Orientation:Vector3:0, 90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:6, 2.4000000953674316, 6/Position:Vector3:-9, 17.399999618530273, 0/Color:Color3:0.952941, 0.811765, 0.607843/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:6, 2.4000000953674316, 6/Position:Vector3:-9, 11.40000057220459, 0/Color:Color3:0.952941, 0.811765, 0.607843/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:6, 2.4000000953674316, 6/Position:Vector3:-3.999999523162842, 17.399999618530273, 64/Color:Color3:0.952941, 0.811765, 0.607843/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:8, 1.2000000476837158, 8/Position:Vector3:-9, 9.600000381469727, 0/Color:Color3:0.952941, 0.811765, 0.607843/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 3.6000001430511475, 4/Position:Vector3:-9, 14.40000057220459, 0/Color:Color3:0.952941, 0.811765, 0.607843/Name:string:Smooth Block Model/Orientation:Vector3:0, -90, 0/Anchored:boolean:false/CanCollide:boolean:true/
